ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting,ev_load_shifting
2030,2030,2030,2030,2030,2030,2030,2045,2045,2045,2045,2045,2045,2045,2030,2030,2030,2030,2030,2030,2030,2045,2045,2045,2045,2045,2045,2045
moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,moderate,high,high,high,high,high,high,high,high,high,high,high,high,high,high
CA_N,CA_S,WECC_AZ,WECC_CO,WECC_NM,WECC_NW,WECC_SNV,CA_N,CA_S,WECC_AZ,WECC_CO,WECC_NM,WECC_NW,WECC_SNV,CA_N,CA_S,WECC_AZ,WECC_CO,WECC_NM,WECC_NW,WECC_SNV,CA_N,CA_S,WECC_AZ,WECC_CO,WECC_NM,WECC_NW,WECC_SNV
165.2,213,157.6,129.3,37.1,351.8,40.4,271.2,349.6,327.3,237.3,68.1,610.5,70.1,419.4,540.6,400.1,328.3,94.3,893,102.5,2069,2667.3,2497.3,1810.3,519.7,4657.9,534.6
205.5,264.9,190,133.3,44.8,427.6,48.7,337.3,434.8,394.6,244.5,82.1,742.1,84.5,521.6,672.4,482.3,338.3,113.6,1085.4,123.6,2573.3,3317.4,3010.8,1865.4,626.6,5662,644.5
233.7,301.3,209.9,150.8,49.5,476.7,53.8,383.6,494.5,435.9,276.6,90.7,827.3,93.3,593.2,764.7,532.8,382.7,125.5,1210.1,136.5,2926.5,3772.8,3325.9,2110.2,692.2,6312.2,711.9
240.5,310.1,220.8,200.3,52,497.6,56.6,394.8,509,458.5,367.5,95.4,863.5,98.2,610.6,787.2,560.4,508.5,132,1263,143.6,3012.4,3883.6,3498.5,2803.6,728.1,6588.3,748.9
283.1,365,269.8,264.1,63.6,600.5,69.1,464.7,599.1,560.4,484.6,116.6,1042.2,119.9,718.7,926.5,684.9,670.5,161.4,1524.4,175.4,3545.8,4571.1,4275.3,3697.1,889.8,7951.6,915.2
383.5,494.4,362.9,314.3,85.5,818.7,93,629.6,811.6,753.7,576.7,156.9,1420.8,161.3,973.6,1255.1,921.2,798,217,2078.1,236,4803.2,6192.2,5750.6,4399.9,1196.8,10840.1,1230.9
493.4,636.1,453.3,249,106.8,1057.6,116.1,809.9,1044.1,941.4,456.9,195.9,1835.4,201.5,1252.4,1614.6,1150.6,632.2,271.1,2684.6,294.7,6179,7965.8,7182.5,3485.7,1494.8,14003.6,1537.5
547.3,705.5,465.5,144.9,109.7,1153.5,119.2,898.3,1158.1,966.8,265.9,201.2,2002,206.9,1389.2,1791,1181.6,367.9,278.4,2928.2,302.7,6853.9,8835.9,7376.1,2028.8,1535.1,15274.4,1578.9
398.2,513.4,332.7,105.9,78.4,833.9,85.2,653.7,842.7,690.9,194.3,143.8,1447.2,147.9,1010.9,1303.2,844.5,268.9,199,2116.8,216.3,4987.2,6429.4,5271.6,1482.5,1097.1,11041.6,1128.4
225,290.1,194.6,83.4,45.8,468.9,49.8,369.4,476.2,404.1,153,84.1,813.8,86.5,571.2,736.4,493.9,211.7,116.4,1190.2,126.5,2818,3632.9,3083,1167.4,641.6,6208.7,659.9
177.6,228.9,147.9,57.1,34.8,353.3,37.9,291.5,375.7,307.1,104.8,63.9,613.1,65.7,450.7,581.1,375.3,145,88.4,896.7,96.1,2223.7,2866.8,2342.9,799.4,487.6,4677.7,501.5
135.5,174.7,108.8,40.3,25.6,261.4,27.9,222.4,286.8,226,74,47,453.6,48.4,344,443.5,276.2,102.4,65.1,663.5,70.7,1697.1,2187.8,1723.9,564.4,358.8,3461.1,369
88.7,114.3,73.6,23.7,17.3,172,18.8,145.5,187.6,152.8,43.5,31.8,298.5,32.7,225.1,290.1,186.7,60.2,44,436.6,47.8,1110.4,1431.4,1165.8,332,242.6,2277.5,249.5
61.2,78.8,51.1,14.9,12,115.2,13.1,100.4,129.4,106,27.3,22.1,199.9,22.7,155.2,200.1,129.6,37.8,30.5,292.4,33.2,765.9,987.3,809,208.3,168.4,1525.4,173.2
34.1,44,29.4,7.4,6.9,64.1,7.5,56,72.2,61.1,13.6,12.7,111.2,13.1,86.7,111.7,74.7,18.9,17.6,162.6,19.1,427.6,551.2,466,104.1,97,848.2,99.8
21.1,27.2,17.8,8,4.2,39.2,4.6,34.7,44.7,37,14.7,7.7,68.1,7.9,53.6,69.1,45.2,20.3,10.7,99.6,11.6,264.5,340.9,282.4,111.8,58.8,519.4,60.5
10.6,13.7,10.7,4.8,2.5,22.3,2.7,17.4,22.4,22.2,8.9,4.6,38.7,4.8,26.9,34.7,27.2,12.3,6.4,56.6,7,132.7,171,169.7,67.7,35.3,295.4,36.3
12.1,15.7,10.8,15.8,2.5,24.6,2.8,19.9,25.7,22.5,28.9,4.7,42.6,4.8,30.8,39.7,27.4,40,6.5,62.4,7,152,196,171.3,220.8,35.7,325.2,36.7
9,11.6,12.7,41.5,3,25.5,3.3,14.8,19.1,26.4,76.1,5.5,44.2,5.7,22.9,29.5,32.3,105.3,7.6,64.7,8.3,113,145.7,201.7,580.5,42,337.5,43.2
31.7,40.9,39.2,76.9,9.2,85,10,52.1,67.1,81.3,141.1,16.9,147.5,17.4,80.5,103.8,99.4,195.3,23.4,215.8,25.5,397.3,512.1,620.6,1076.6,129.2,1125.8,132.8
73.1,94.2,84.7,89.6,19.9,193.2,21.7,119.9,154.6,175.8,164.4,36.6,335.4,37.6,185.5,239.1,214.9,227.4,50.6,490.6,55,915.2,1179.8,1341.5,1254,279.2,2558.9,287.2
131.7,169.8,128.2,85.5,30.2,308.5,32.8,216.2,278.7,266.3,156.9,55.4,535.5,57,334.3,431,325.5,217.1,76.7,783.2,83.4,1649.5,2126.6,2031.9,1196.9,422.9,4085.5,434.9
149,192.1,136.9,95.2,32.3,325.8,35.1,244.6,315.3,284.3,174.6,59.2,565.5,60.9,378.2,487.6,347.5,241.6,81.9,827.1,89,1866.1,2405.7,2169.5,1331.9,451.5,4314.3,464.4
146.8,189.2,137.2,115.1,32.3,311.2,35.1,240.9,310.6,284.9,211.2,59.3,540.1,61,372.5,480.3,348.3,292.2,82.1,789.9,89.2,1837.9,2369.4,2174,1611.2,452.4,4120.5,465.4
169,217.8,161.2,134.1,38,358.3,41.3,277.3,357.5,334.8,246,69.7,621.8,71.7,428.9,552.9,409.2,340.4,96.4,909.4,104.8,2115.9,2727.8,2554.4,1877.1,531.6,4744,546.8
209.5,270,194.5,138.4,45.8,436.6,49.8,343.8,443.3,404,253.8,84.1,757.7,86.5,531.7,685.5,493.8,351.2,116.3,1108.3,126.5,2623.3,3381.9,3082.4,1936.7,641.5,5781,659.8
236.1,304.4,215.4,156.6,50.8,485.4,55.2,387.5,499.6,447.4,287.3,93.1,842.4,95.8,599.3,772.6,546.9,397.5,128.8,1232.1,140.1,2956.8,3811.9,3413.7,2191.9,710.4,6427.1,730.7
242.1,312.1,226.7,208.7,53.4,506.5,58.1,397.4,512.3,470.9,382.9,98,879.1,100.8,614.5,792.2,575.5,529.8,135.6,1285.8,147.4,3031.6,3908.3,3592.7,2921.6,747.7,6707.3,769
284.3,366.6,277.8,274.4,65.5,606.1,71.2,466.7,601.7,577,503.5,120.1,1051.8,123.5,721.8,930.5,705.2,696.7,166.2,1538.5,180.6,3561,4590.8,4402.1,3841.4,916.2,8025.2,942.3
383.9,495,372,326.2,87.6,815.9,95.3,630.2,812.5,772.5,598.4,160.8,1416,165.4,974.6,1256.5,944.2,828,222.5,2071.1,241.9,4808.4,6198.9,5894.1,4565.7,1226.7,10803.3,1261.7
492.4,634.8,465.2,258.9,109.6,1041.4,119.2,808.3,1042,966.2,475,201.1,1807.3,206.8,1250,1611.5,1180.9,657.2,278.2,2643.5,302.5,6166.9,7950.3,7371.5,3623.8,1534.1,13789.3,1577.9
545.5,703.3,478.4,149.4,112.7,1129.4,122.6,895.5,1154.4,993.7,274.1,206.8,1960.1,212.7,1384.8,1785.3,1214.5,379.3,286.2,2867,311.1,6832.3,8808,7581.5,2091.3,1577.8,14955.1,1622.9
396.2,510.8,340.6,108.9,80.3,818,87.3,650.4,838.5,707.5,199.8,147.2,1419.6,151.4,1005.8,1296.7,864.7,276.4,203.7,2076.4,221.5,4962.3,6397.2,5397.9,1524.3,1123.4,10831.1,1155.5
223.8,288.6,198.2,84.7,46.7,461.4,50.8,367.4,473.7,411.7,155.4,85.7,800.8,88.1,568.2,732.5,503.2,215,118.6,1171.3,128.9,2803.4,3614.1,3141,1185.4,653.7,6109.9,672.4
177.3,228.5,150.6,57.8,35.5,350.1,38.6,291,375.1,312.8,106.1,65.1,607.5,67,449.9,580.1,382.3,146.8,90.1,888.6,97.9,2219.8,2861.8,2386.6,809.5,496.7,4635.2,510.9
135.1,174.2,111.8,41.1,26.3,260.8,28.6,221.8,285.9,232.2,75.4,48.3,452.7,49.7,342.9,442.1,283.8,104.3,66.9,662.1,72.7,1691.9,2181.2,1771.5,575,368.7,3453.8,379.2
88.5,114.1,75.8,24.1,17.9,171.4,19.4,145.3,187.3,157.5,44.3,32.8,297.4,33.7,224.6,289.6,192.5,61.3,45.4,435,49.3,1108.3,1428.8,1201.6,337.9,250.1,2269.2,257.2
60.8,78.4,52.6,15.1,12.4,114.6,13.5,99.8,128.7,109.2,27.7,22.7,198.8,23.4,154.4,199,133.5,38.4,31.5,290.8,34.2,761.6,981.9,833.4,211.5,173.5,1516.9,178.4
32.9,42.4,30.7,7.6,7.2,63.5,7.9,54,69.7,63.8,13.9,13.3,110.2,13.6,83.6,107.7,77.9,19.3,18.4,161.2,20,412.3,531.6,486.5,106.2,101.3,840.7,104.1
20.4,26.3,18.9,8.1,4.4,38.7,4.8,33.5,43.1,39.2,14.9,8.2,67.1,8.4,51.7,66.7,47.9,20.7,11.3,98.1,12.3,255.2,329,298.8,114,62.2,512,64
10.3,13.2,11.4,4.9,2.7,22,2.9,16.9,21.7,23.7,9,4.9,38.2,5.1,26.1,33.6,28.9,12.5,6.8,55.9,7.4,128.7,165.9,180.4,68.8,37.6,291.6,38.6
11.8,15.2,11.6,15.9,2.7,24.2,3,19.3,24.9,24,29.2,5,42,5.1,29.9,38.6,29.4,40.5,6.9,61.5,7.5,147.6,190.3,183.3,223.1,38.2,320.6,39.2
8.7,11.2,13.6,41.9,3.2,25,3.5,14.2,18.3,28.2,76.9,5.9,43.4,6,22,28.4,34.5,106.4,8.1,63.5,8.8,108.6,139.9,215.3,586.4,44.8,331.2,46.1
30.5,39.3,41.7,76.8,9.8,83,10.7,50,64.5,86.7,141,18,144,18.6,77.4,99.7,105.9,195,25,210.6,27.1,381.7,492.1,661.3,1075.4,137.6,1098.4,141.6
68.5,88.3,88,89.8,20.7,187.8,22.5,112.4,145,182.7,164.8,38,325.9,39.1,173.9,224.2,223.3,228,52.6,476.6,57.2,857.9,1106,1394.2,1257.4,290.2,2486.1,298.4
127.9,164.9,131.5,86.4,31,299,33.7,210,270.7,273.2,158.6,56.9,519,58.5,324.8,418.7,333.9,219.4,78.7,759.1,85.5,1602.3,2065.6,2084.3,1210,433.8,3959.5,446.2
144.1,185.7,139.4,96.1,32.9,314.7,35.7,236.5,304.8,289.6,176.3,60.3,546.2,62,365.7,471.4,353.9,243.9,83.4,798.9,90.7,1804.2,2325.9,2209.4,1345.1,459.8,4167.3,472.9
142,183.1,138.9,116.5,32.7,299.4,35.6,233.2,300.6,288.4,213.8,60,519.6,61.7,360.6,464.9,352.5,295.8,83.1,759.9,90.3,1779,2293.4,2200.4,1631.2,457.9,3964.1,471
163.2,210.4,160.8,135,37.9,343.7,41.2,267.9,345.4,334,247.7,69.5,596.5,71.5,414.3,534.1,408.2,342.8,96.2,872.4,104.6,2043.9,2634.9,2548.3,1890,530.3,4550.9,545.5
203.5,262.4,192.6,139.9,45.4,414.9,49.3,334.1,430.7,400.1,256.7,83.3,720,85.6,516.6,666,489,355.2,115.2,1053.2,125.3,2548.9,3286,3052.7,1958.3,635.3,5493.6,653.4
229.1,295.3,211.2,157.1,49.8,457.8,54.1,376,484.7,438.7,288.2,91.3,794.4,93.9,581.5,749.6,536.2,398.7,126.3,1162,137.4,2868.7,3698.2,3347.3,2198.5,696.6,6061.3,716.5
235.6,303.7,219.4,209.1,51.7,475.1,56.2,386.7,498.5,455.8,383.5,94.9,824.5,97.6,598,771,557,530.7,131.2,1205.9,142.7,2950.5,3803.7,3477.3,2926.2,723.7,6290.5,744.3
274.5,353.9,265.6,276,62.6,562.6,68,450.6,580.9,551.6,506.3,114.8,976.5,118.1,696.8,898.3,674.2,700.5,158.8,1428.3,172.7,3437.7,4431.8,4208.7,3862.8,875.9,7450.2,900.9
368.7,475.3,352.3,327,83,755.2,90.2,605.2,780.2,731.7,599.9,152.3,1310.6,156.6,936,1206.6,894.3,830.1,210.7,1916.9,229.1,4617.6,5952.9,5582.4,4577,1161.8,9999.4,1194.9
472.1,608.6,433.7,258.3,102.2,956.8,111.1,774.9,999,900.8,473.8,187.5,1660.5,192.8,1198.3,1544.9,1101,655.6,259.4,2428.7,282,5912.1,7621.7,6873,3615.1,1430.4,12668.9,1471.2
521.4,672.2,442,149.1,104.2,1041.4,113.2,855.9,1103.4,918.1,273.5,191.1,1807.3,196.5,1323.7,1706.4,1122.1,378.4,264.4,2643.5,287.4,6530.4,8418.9,7004.7,2086.6,1457.8,13789.4,1499.4
381.2,491.4,315.4,107.9,74.3,753.3,80.8,625.7,806.6,655.1,197.9,136.3,1307.3,140.2,967.6,1247.3,800.7,273.9,188.7,1912.2,205.1,4773.5,6153.9,4998.4,1510.3,1040.3,9974.4,1069.9
214.9,277.1,185.8,84.4,43.8,424.4,47.6,352.8,454.8,385.9,154.9,80.3,736.6,82.6,545.6,703.4,471.6,214.3,111.1,1077.3,120.8,2691.7,3470.1,2944.1,1181.6,612.7,5619.7,630.2
169.9,219.1,142.4,58.4,33.5,324.7,36.5,279,359.6,295.7,107.1,61.5,563.5,63.3,431.4,556.2,361.5,148.3,85.2,824.1,92.6,2128.4,2743.9,2256.4,817.5,469.6,4299,483
131.2,169.1,107.3,41.7,25.3,241.4,27.5,215.4,277.6,222.8,76.5,46.4,419,47.7,333,429.3,272.3,105.9,64.2,612.8,69.8,1643.1,2118.2,1700,583.9,353.8,3196.8,363.9
87,112.1,74.1,51,17.5,158.6,19,142.8,184,153.9,93.6,32,275.3,32.9,220.8,284.6,188.1,129.5,44.3,402.7,48.2,1089.2,1404.2,1174.3,714.1,244.4,2100.7,251.4
64.6,83.3,64.9,25.4,15.3,125.9,16.6,106,136.7,134.8,46.6,28.1,218.5,28.9,163.9,211.3,164.8,64.5,38.8,319.6,42.2,808.8,1042.7,1028.6,355.4,214.1,1667.3,220.2
73.6,94.9,65.8,18.4,15.5,133,16.9,120.8,155.8,136.7,33.7,28.4,230.8,29.3,186.9,240.9,167.1,46.6,39.4,337.6,42.8,922,1188.6,1042.9,257.1,217,1761.1,223.2
30.3,39,30.7,13.3,7.2,58.9,7.9,49.7,64.1,63.7,24.4,13.3,102.2,13.6,76.8,99.1,77.9,33.8,18.3,149.5,20,379.1,488.8,486.2,186.2,101.2,779.9,104.1
24.2,31.3,24.7,3.7,5.8,48.1,6.3,39.8,51.3,51.3,6.8,10.7,83.4,11,61.5,79.3,62.8,9.5,14.8,122.1,16.1,303.6,391.4,391.8,52.2,81.5,636.7,83.9
15.4,19.9,14.3,6.6,3.4,30.2,3.7,25.3,32.7,29.8,12.1,6.2,52.3,6.4,39.2,50.5,36.4,16.8,8.6,76.5,9.3,193.3,249.1,227.1,92.5,47.3,399.3,48.6
3.9,5,5.7,13.9,1.3,10.4,1.5,6.3,8.2,11.8,25.5,2.4,18.1,2.5,9.8,12.6,14.4,35.3,3.4,26.5,3.7,48.3,62.2,89.8,194.5,18.7,138.1,19.2
10.6,13.7,13.8,22.4,3.3,27.6,3.5,17.5,22.5,28.7,41,6,47.9,6.1,27,34.8,35.1,56.8,8.3,70.1,9,133.2,171.7,219,312.9,45.6,365.6,46.9
19.6,25.3,25.6,41.3,6,55.9,6.6,32.2,41.5,53.3,75.8,11.1,97.1,11.4,49.7,64.1,65.1,104.9,15.3,142,16.7,245.4,316.3,406.4,578.5,84.6,740.7,87
37.6,48.4,44.4,74.2,10.5,100.3,11.4,61.7,79.5,92.3,136.1,19.2,174.1,19.8,95.4,122.9,112.8,188.4,26.6,254.6,28.9,470.5,606.5,704,1038.7,146.5,1328.1,150.7
71.6,92.3,80.6,103.6,19,184.2,20.7,117.6,151.6,167.5,190,34.9,319.7,35.8,181.8,234.4,204.7,262.9,48.2,467.6,52.4,897.1,1156.5,1277.7,1449.4,265.9,2439.3,273.5
127.5,164.4,129.9,131.8,30.6,297,33.3,209.3,269.8,269.7,241.9,56.1,515.5,57.7,323.7,417.2,329.6,334.7,77.7,754,84.4,1596.8,2058.5,2057.8,1845.5,428.3,3933,440.5
174.1,224.4,173,170.2,40.7,400.1,44.3,285.8,368.4,359.2,312.2,74.8,694.3,76.9,441.9,569.7,439,432,103.4,1015.5,112.5,2180.2,2810.7,2740.6,2382,570.4,5297.4,586.6
230.4,297,222.3,179.6,52.4,514,56.9,378.2,487.5,461.6,329.5,96.1,892,98.8,584.8,753.9,564.2,455.9,132.9,1304.6,144.5,2885.2,3719.6,3521.8,2514,733,6805.4,753.9
286.9,369.9,263.8,187.6,62.2,620.1,67.6,471,607.2,547.9,344.1,114,1076.2,117.3,728.4,939,669.6,476.2,157.8,1574.2,171.5,3593.4,4632.6,4180,2625.7,869.9,8211.4,894.8
297,382.9,273.1,197.8,64.3,642.4,70,487.5,628.5,567.2,362.9,118,1114.9,121.4,753.9,971.9,693.3,502.1,163.3,1630.7,177.6,3719.5,4795,4327.7,2768.6,900.7,8506.3,926.4
309.3,398.8,287,220.6,67.6,671.3,73.5,507.8,654.6,596.1,404.6,124.1,1165.1,127.6,785.2,1012.3,728.6,559.9,171.7,1704.1,186.6,3873.9,4994.2,4548,3087.1,946.5,8889.1,973.5
329,424.1,308.4,209.2,72.7,717.9,79,540,696.2,640.6,383.7,133.3,1245.9,137.1,835.1,1076.6,782.9,531,184.5,1822.3,200.6,4120.2,5311.6,4887.4,2927.8,1017.2,9505.6,1046.2
361.7,466.4,323.1,228.6,76.1,765.1,82.8,593.8,765.5,671,419.4,139.7,1327.9,143.6,918.3,1183.8,820.2,580.3,193.2,1942.3,210.1,4530.5,5840.6,5119.8,3199.9,1065.5,10131.6,1095.9
340.7,439.3,311.4,231.5,73.4,744.4,79.8,559.3,721.1,646.7,424.7,134.6,1291.8,138.4,865,1115.1,790.4,587.6,186.2,1889.5,202.5,4267.4,5501.4,4934.3,3240,1026.9,9856.2,1056.2
380.6,490.7,346.3,199.3,81.6,825,88.7,624.7,805.4,719.2,365.7,149.7,1431.8,153.9,966.1,1245.5,879,506,207.1,2094.2,225.2,4766.4,6144.8,5487.1,2790,1142,10923.8,1174.5
378,487.4,327.2,164.7,77.1,778.8,83.8,620.5,800,679.5,302.1,141.4,1351.7,145.4,959.6,1237.1,830.5,418.1,195.7,1977.1,212.7,4734.4,6103.5,5184.3,2305.3,1078.9,10312.9,1109.7
323.9,417.5,269.9,133.7,63.6,641.9,69.1,531.6,685.3,560.5,245.2,116.7,1114,120,822.1,1059.9,685.1,339.3,161.4,1629.3,175.5,4056,5228.9,4276.7,1870.8,890.1,8499.1,915.5
264.6,341.2,221.2,95.9,52.1,516.5,56.7,434.4,560,459.4,175.9,95.6,896.3,98.3,671.8,866.1,561.4,243.4,132.3,1311,143.8,3314.4,4272.9,3504.8,1342.3,729.4,6838.6,750.2
210.1,270.9,175.4,55.1,41.3,398.3,44.9,344.9,444.6,364.4,101.1,75.8,691.2,78,533.4,687.6,445.3,139.9,104.9,1011,114.1,2631.5,3392.4,2780,771.4,578.6,5273.9,595.1
143.3,184.8,119.8,24.4,28.2,262.7,30.7,235.2,303.3,248.9,44.8,51.8,455.9,53.3,363.8,469,304.2,61.9,71.7,666.8,77.9,1794.8,2313.8,1899.1,341.5,395.2,3478.5,406.5
76.5,98.6,63,17.3,14.8,136.3,16.1,125.6,161.9,130.9,31.8,27.2,236.5,28,194.2,250.3,160,44,37.7,345.9,41,958,1235,998.5,242.7,207.8,1804.5,213.7
32.8,42.2,29.5,12.5,6.9,61.3,7.6,53.8,69.3,61.3,23,12.7,106.4,13.1,83.1,107.2,74.9,31.8,17.6,155.6,19.2,410.2,528.8,467.4,175.2,97.3,811.7,100.1
26.1,33.6,23.2,3.5,5.5,49.7,5.9,42.8,55.1,48.2,6.4,10,86.3,10.3,66.1,85.3,58.9,8.9,13.9,126.2,15.1,326.3,420.6,367.5,48.9,76.5,658.3,78.7
16.7,21.6,13.4,6.2,3.2,31.1,3.4,27.5,35.4,27.8,11.4,5.8,54,6,42.5,54.8,34,15.8,8,79,8.7,209.6,270.2,212.2,86.9,44.2,411.9,45.4
4.1,5.3,5.3,12.9,1.2,10.7,1.3,6.8,8.7,10.9,23.7,2.3,18.6,2.3,10.5,13.5,13.4,32.8,3.2,27.3,3.4,51.7,66.6,83.5,180.9,17.4,142.3,17.9
11.3,14.5,12.6,21.6,3,28.4,3.2,18.5,23.8,26.1,39.7,5.4,49.2,5.6,28.6,36.8,32,54.9,7.5,72,8.2,140.9,181.6,199.5,302.8,41.5,375.6,42.7
20.4,26.4,24,41.5,5.7,57,6.1,33.6,43.3,49.8,76.1,10.4,98.9,10.7,51.9,66.9,60.9,105.2,14.4,144.6,15.6,256,330,380.2,580.3,79.1,754.5,81.4
38.7,49.9,43.5,74.1,10.2,102.5,11.1,63.5,81.9,90.3,136,18.8,177.8,19.3,98.2,126.6,110.3,188.2,26,260.1,28.3,484.6,624.7,688.8,1037.5,143.4,1356.7,147.4
74.7,96.3,81.5,106.2,19.2,189.9,20.9,122.6,158,169.3,194.8,35.2,329.6,36.2,189.6,244.4,207,269.6,48.8,482.1,53,935.3,1205.7,1291.9,1486.6,268.9,2514.6,276.5
129.5,167,131.2,135.7,30.9,303.2,33.6,212.6,274.1,272.5,248.9,56.7,526.1,58.3,328.8,423.8,333.1,344.4,78.5,769.5,85.3,1621.9,2090.9,2079.2,1899,432.7,4014.2,445.1
182.7,235.6,181.4,176.2,42.7,413.7,46.5,300,386.7,376.7,323.2,78.4,718.1,80.6,463.9,598,460.5,447.2,108.5,1050.3,118,2288.6,2950.5,2874.4,2465.9,598.2,5478.6,615.3
236.3,304.6,232.5,188.2,54.8,529.7,59.5,387.8,500,482.8,345.3,100.5,919.3,103.3,599.8,773.2,590.1,477.8,139,1344.5,151.2,2959.1,3814.8,3683.7,2634.7,766.6,7013.6,788.5
295.1,380.5,278.9,198.3,65.7,639,71.5,484.4,624.5,579.3,363.8,120.6,1109,124,749.1,965.8,708.1,503.4,166.8,1622,181.4,3696,4764.8,4420.1,2775.6,919.9,8461,946.2
307,395.8,292.3,208.6,68.9,663.5,74.9,504,649.7,607.2,382.8,126.4,1151.5,130,779.4,1004.7,742.1,529.6,174.8,1684.3,190.1,3845,4956.9,4632.4,2920.3,964.1,8785.8,991.6
326.5,420.9,311.1,233.3,73.3,698.8,79.7,535.9,690.8,646.2,428,134.5,1212.8,138.3,828.7,1068.3,789.8,592.2,186.1,1773.9,202.3,4088.5,5270.8,4930.2,3265.3,1026.1,9253,1055.3
347.9,448.5,336.8,219.2,79.4,750.9,86.3,571.1,736.2,699.5,402.2,145.6,1303.2,149.7,883.1,1138.5,855,556.5,201.4,1906.1,219,4356.9,5616.8,5337,3068.5,1110.7,9943,1142.4
382.5,493.1,354.3,242.4,83.5,801.3,90.8,627.9,809.4,735.8,444.7,153.1,1390.6,157.5,971,1251.8,899.4,615.3,211.9,2033.9,230.4,4790.4,6175.7,5614.2,3392.6,1168.4,10609.7,1201.8
360.8,465.1,351.4,248.6,82.8,784.7,90,592.2,763.4,729.8,456.1,151.9,1361.8,156.2,915.8,1180.6,892,631.1,210.2,1991.8,228.5,4518.2,5824.7,5568,3480,1158.8,10389.9,1191.9
408.2,526.3,393.1,216.5,92.6,881.5,100.7,670.1,863.8,816.5,397.1,169.9,1529.8,174.8,1036.2,1335.9,997.9,549.5,235.1,2237.6,255.6,5112.3,6590.7,6229.2,3029.7,1296.4,11671.9,1333.4
408.1,526.1,374.1,176.9,88.1,844,95.8,669.9,863.6,776.9,324.5,161.7,1464.8,166.3,1035.9,1335.5,949.6,449,223.7,2142.5,243.2,5110.8,6588.8,5927.7,2476.1,1233.6,11176,1268.9
350,451.3,302.1,138.4,71.2,689,77.4,574.6,740.7,627.5,253.9,130.6,1195.8,134.3,888.5,1145.5,767,351.3,180.7,1749,196.5,4383.7,5651.4,4787.7,1937.2,996.4,9123.2,1024.8
277.8,358.1,235.5,98.2,55.5,535.9,60.3,456,587.9,489.1,180.2,101.8,930.1,104.7,705.2,909.1,597.8,249.4,140.8,1360.5,153.1,3479.1,4485.2,3731.8,1375.1,776.6,7096.7,798.8
212.1,273.4,177.6,30,41.8,399,45.5,348.1,448.8,368.9,55.1,76.8,692.6,79,538.4,694.1,450.8,76.3,106.2,1013,115.5,2656.2,3424.3,2814.2,420.5,585.7,5283.9,602.4
138.9,179.1,105.1,14.2,24.8,243.5,26.9,228,294,218.2,26.1,45.4,422.6,46.7,352.6,454.6,266.7,36.1,62.8,618.1,68.3,1739.7,2242.8,1665,199.2,346.5,3224.1,356.4
33.6,43.3,28.2,7.1,6.6,59.8,7.2,55.1,71,58.5,13,12.2,103.9,12.5,85.2,109.8,71.5,18,16.8,151.9,18.3,420.3,541.8,446.2,99.3,92.9,792.5,95.5
21.1,27.2,16.9,7.6,4,36.5,4.3,34.6,44.6,35,14,7.3,63.3,7.5,53.6,69,42.8,19.3,10.1,92.6,11,264.2,340.6,267.2,106.5,55.6,482.8,57.2
10.8,13.9,10,4.6,2.4,20.8,2.6,17.7,22.8,20.9,8.4,4.3,36.1,4.5,27.3,35.2,25.5,11.6,6,52.8,6.5,134.8,173.8,159.2,64,33.1,275.4,34.1
12.5,16.1,10.1,14.8,2.4,22.9,2.6,20.5,26.5,21,27.1,4.4,39.8,4.5,31.8,41,25.7,37.6,6,58.2,6.6,156.7,202,160.2,207.1,33.3,303.6,34.3
9.3,12,11.8,39.5,2.8,23.6,3,15.2,19.6,24.6,72.4,5.1,41,5.3,23.5,30.3,30.1,100.2,7.1,59.9,7.7,116.1,149.7,187.7,552.4,39.1,312.6,40.2
32.4,41.7,36.2,73.6,8.5,78.9,9.3,53.1,68.5,75.2,135.1,15.6,136.9,16.1,82.2,105.9,91.9,186.9,21.7,200.2,23.5,405.4,522.6,573.7,1030.6,119.4,1044.2,122.8
73.9,95.2,80.7,86.8,19,181.7,20.7,121.2,156.3,167.6,159.2,34.9,315.3,35.9,187.5,241.7,204.9,220.3,48.3,461.1,52.5,924.9,1192.4,1278.8,1214.8,266.1,2405.3,273.7
133.5,172.1,125.7,84.1,29.6,297.6,32.2,219.2,282.6,261.2,154.3,54.4,516.5,55.9,338.9,437,319.2,213.5,75.2,755.5,81.8,1672.2,2155.8,1992.6,1177.5,414.7,3940.9,426.5
152.4,196.4,137.3,93.4,32.3,322.4,35.2,250.1,322.5,285.2,171.3,59.3,559.6,61,386.8,498.7,348.5,237,82.1,818.5,89.3,1908.4,2460.3,2175.6,1306.7,452.8,4269.6,465.7
